url_length,has_at,has_dash,dot,has_ip,label
0,0,0,1,0,1
0,0,0,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,0,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,1,0,1
1,0,0,1,0,1
0,0,0,0,0,1
0,0,1,0,0,0
0,0,0,1,0,0
0,0,0,0,0,1
1,0,1,1,0,1
0,0,1,0,0,1
0,0,0,0,0,1
0,0,0,1,0,0
1,0,0,0,0,1
0,0,1,0,0,1
0,0,0,0,0,1
0,0,0,0,0,0
1,0,1,1,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,1,1,0,0
1,0,1,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,1,0,0,1
1,0,0,1,0,1
0,0,1,0,0,1
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,1
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,1
1,0,1,1,0,1
0,0,1,1,0,0
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,1,0,0,1
1,0,1,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,1,0,0,1
0,0,0,0,0,1
0,0,0,0,0,0
1,0,1,1,0,0
1,0,1,0,0,1
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,0,0,1
0,0,0,0,0,0
0,0,0,1,0,1
1,0,0,1,0,0
1,0,0,1,0,1
1,0,0,0,0,1
1,0,0,0,0,1
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,1,1,0,0
0,0,1,0,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,1,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,0
1,0,1,1,0,1
0,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
1,0,1,1,0,1
1,0,1,1,0,1
0,0,1,1,0,1
0,0,0,0,0,1
0,0,1,0,0,1
1,0,0,1,0,0
1,0,0,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,0,1,0,0
1,0,1,0,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,1
0,0,1,1,0,0
1,0,0,1,0,0
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,1,1,0,1
0,0,0,1,0,1
0,0,0,1,0,1
1,0,0,1,0,1
1,0,1,0,0,1
0,0,0,0,0,0
1,0,0,0,0,1
0,0,0,1,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,1,0,0,0
1,0,1,0,0,1
0,0,0,1,0,0
0,0,0,0,0,1
1,0,1,0,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,0
1,0,0,0,0,1
0,0,0,1,0,0
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,1,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,0,0,1
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,1,0,0
1,0,1,1,0,1
1,0,1,0,0,1
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
1,0,0,1,0,1
1,0,1,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,0
0,0,1,0,0,0
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,1,1,0,1
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,0,0,1
1,0,0,1,0,1
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
1,0,1,1,0,1
0,0,0,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
1,0,0,0,0,1
0,0,0,0,0,0
1,0,0,0,0,1
1,0,0,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,0,0,1
0,0,0,1,0,1
0,0,0,0,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,1,0,1
0,0,0,1,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,1
1,0,1,1,0,0
1,0,1,1,0,0
1,0,0,1,0,1
0,0,0,0,0,0
1,0,0,1,0,0
1,0,1,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,1,0,0
1,0,0,1,0,1
1,0,1,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,0
0,0,0,1,0,0
0,0,1,0,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,1,0,0
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
1,1,0,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,0
1,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,1
0,0,1,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,1,0,1
1,0,1,1,0,1
0,0,0,1,0,1
0,0,0,0,0,1
1,0,0,1,0,1
1,0,0,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
1,0,0,0,0,1
1,0,1,0,0,1
0,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,1,0,0
1,0,0,1,0,0
0,0,1,0,0,1
0,0,1,0,0,0
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,1,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
1,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,1,0,0,1
1,0,1,0,0,1
0,0,0,1,0,1
0,0,0,1,0,0
1,0,1,0,0,1
0,0,1,1,0,0
0,0,0,0,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,1,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,1
1,0,0,1,0,1
0,0,0,1,0,1
0,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,1
0,0,0,0,0,0
1,1,0,1,0,1
0,0,0,0,0,0
1,0,0,1,0,1
1,0,1,1,0,1
1,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,1
1,0,0,0,0,1
0,0,1,0,0,1
1,0,1,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,1,0,1
1,0,0,1,0,1
0,0,0,1,0,0
1,0,1,1,0,0
1,0,0,1,0,1
0,0,0,1,0,0
0,0,1,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
1,0,0,1,0,1
1,0,0,0,0,1
0,0,0,1,0,0
1,0,0,1,0,1
0,0,1,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,0
1,0,0,0,0,0
0,0,0,1,0,0
0,0,1,1,0,0
0,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,1
0,0,1,0,0,0
1,0,1,1,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,1,0,0,1
1,0,1,1,0,1
0,0,0,0,0,1
1,0,0,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,0,0
1,0,0,1,0,0
0,0,0,0,0,1
1,0,0,1,0,1
1,0,0,1,0,0
1,0,0,1,0,1
0,0,0,1,0,1
1,0,0,1,0,0
1,0,0,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,1,1,0,0
1,0,0,1,0,1
1,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,1,1,0,0
0,0,0,0,0,1
1,0,1,0,0,1
0,0,0,1,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,1,0,0,1
1,0,0,0,0,1
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,1
1,0,0,1,0,1
0,0,1,0,0,1
1,0,0,1,0,0
0,0,1,1,0,0
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,0,0,1
1,0,0,1,0,1
1,0,0,1,0,1
1,0,1,0,0,1
0,0,0,1,0,1
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,1
0,0,0,1,0,0
0,0,1,0,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,0,0,0,1
0,0,0,1,0,0
1,0,0,1,0,0
0,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,0,1
1,0,0,0,0,0
1,0,1,1,0,1
0,0,1,0,0,1
1,0,1,1,0,1
1,0,0,1,0,0
1,0,0,1,0,1
0,0,0,1,0,0
1,0,1,0,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
1,0,0,1,0,1
1,0,0,1,0,0
0,0,0,0,0,1
1,0,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,1,0,0
1,0,1,0,0,1
0,0,1,0,0,1
0,0,0,1,0,0
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,1,1,0,0
1,0,1,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,1,1,0,0
1,0,0,1,0,1
0,0,0,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,0,0,0,1
0,0,0,1,0,0
1,0,0,0,0,1
0,0,0,1,0,1
1,0,1,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,1,0,0,1
1,0,1,1,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,1,0,0
0,0,0,0,0,1
1,0,0,0,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,1,0,0,0
0,0,0,0,0,1
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,1
1,0,0,0,0,1
0,0,0,0,0,0
0,0,1,1,0,0
1,0,1,1,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,1,0,1
1,0,0,1,0,1
0,0,0,1,0,1
0,0,0,0,0,0
1,0,1,1,0,0
1,0,1,0,0,1
0,0,0,0,0,0
1,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,0,0,1
0,0,1,1,0,0
0,0,0,0,0,0
1,0,0,1,0,1
0,0,1,0,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,1
0,0,1,0,0,1
0,0,0,1,0,0
1,0,0,1,0,1
1,0,1,0,0,1
1,0,0,1,0,0
1,0,1,0,0,1
1,0,1,1,0,1
0,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,1
1,0,1,1,0,1
0,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,0,1,0,1
1,0,0,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
1,0,1,1,0,1
0,0,1,0,0,1
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,1,0,0,1
1,0,1,1,0,1
1,0,1,0,0,1
0,0,0,0,0,0
0,0,1,0,0,1
1,0,0,1,0,0
0,0,0,1,0,0
1,0,1,0,0,1
1,0,0,0,0,1
1,0,0,0,0,1
0,0,0,0,0,1
0,0,1,0,0,0
0,0,0,0,0,1
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,1,0,0,1
0,0,1,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,1
1,0,1,1,0,1
0,0,1,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,0,1,0,1
1,0,0,0,0,1
1,0,1,1,0,1
0,0,0,0,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,0,1
1,0,0,1,0,1
1,0,0,1,0,1
0,0,0,0,0,1
1,0,0,1,0,0
1,0,1,0,0,1
0,0,0,0,0,0
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,0,1,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,0
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,0,1,0,1
0,0,0,0,0,1
1,0,1,1,0,1
1,0,0,1,0,0
1,0,1,1,0,1
1,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,1,0,1
0,0,0,1,0,0
0,0,1,0,0,1
0,0,0,1,0,1
1,0,1,0,0,1
0,0,0,1,0,0
1,0,0,0,0,1
0,0,0,1,0,0
0,0,0,0,0,1
1,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,1
1,0,1,1,0,0
0,0,0,1,0,1
0,0,0,1,0,0
1,0,0,1,0,1
0,0,0,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,1,0,1
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,1,0,0
1,0,0,1,0,1
0,0,0,0,0,0
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,1
0,0,0,1,0,1
1,0,1,1,0,1
1,0,0,0,0,1
1,0,1,1,0,1
0,0,0,1,0,1
0,0,0,1,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,0,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,1
0,0,0,1,0,0
1,0,1,0,0,0
1,0,1,1,0,0
0,0,1,1,0,1
0,0,1,1,0,0
1,0,0,1,0,1
0,0,0,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,0,0,0,1
0,0,0,1,0,1
1,0,0,1,0,1
1,0,0,1,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,0
0,0,0,1,0,1
0,0,0,1,0,0
0,0,1,1,0,1
1,0,1,0,0,1
1,0,1,1,0,1
1,0,1,1,0,0
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,1,1,0,0
1,0,0,1,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,1
0,0,1,1,0,0
1,0,1,1,0,1
0,0,0,1,0,0
0,0,1,0,0,1
1,0,0,0,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,1,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
1,0,0,0,0,1
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,0,0,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,1
0,0,1,0,0,1
0,0,0,1,0,0
0,0,0,0,0,0
1,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,1,0,0,0
0,0,0,0,0,1
1,0,1,1,0,1
1,0,0,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
1,0,1,1,0,1
1,0,0,1,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,1,0,0
1,0,1,1,0,1
0,0,0,0,0,1
0,0,1,0,0,1
0,0,0,0,0,0
1,0,0,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,1,0,0,0
1,0,0,1,0,1
0,0,1,1,0,0
0,0,0,0,0,0
1,0,1,1,0,1
1,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,1
1,0,1,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,1,0,0
1,0,1,0,0,0
1,0,1,0,0,1
0,0,0,0,0,0
1,0,0,1,0,1
0,0,0,0,0,0
1,0,1,0,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
1,0,1,0,0,1
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,1
0,0,0,0,0,0
1,0,1,1,0,1
1,0,0,1,0,1
1,0,0,0,0,1
1,0,1,1,0,1
0,0,0,0,0,0
1,0,0,0,0,1
1,0,0,1,0,1
1,0,0,1,0,0
0,0,0,0,0,1
1,0,1,1,0,1
1,0,0,1,0,1
0,0,0,0,0,0
1,0,0,1,0,1
0,0,1,0,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,1
1,0,0,0,0,1
1,0,1,0,0,1
0,0,0,1,0,0
0,0,1,1,0,1
1,0,0,1,0,1
1,0,1,1,0,1
0,0,1,1,0,1
1,0,1,0,0,0
1,0,0,1,0,1
1,0,1,1,0,1
1,0,1,0,0,1
0,0,1,0,0,1
1,0,0,1,0,1
0,0,0,0,0,0
1,0,1,0,0,1
1,0,1,1,0,1
